,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
373,Bauchi,0,NG,1551765077,61,10.31,9.85,62.06,2.62
374,Fairview,40,US,1551764928,45,40.81,-74.0,30.2,11.41
375,Meulaboh,12,ID,1551764846,96,4.14,96.13,86.9,4.97
376,Port Hardy,5,CA,1551762000,79,50.7,-127.42,26.6,6.93
377,Mutoko,24,ZW,1551765079,69,-17.4,32.23,72.28,3.96
378,Sao Raimundo das Mangabeiras,80,BR,1551765079,95,-7.02,-45.48,69.62,2.84
379,Jumla,0,NP,1551765080,69,29.28,82.18,32.72,1.72
380,Syedove,0,UA,1551765080,88,47.08,38.16,37.31,17.27
381,Gamba,12,CN,1551765081,100,28.28,88.52,16.7,3.18
382,Cherskiy,56,RU,1551765081,76,68.75,161.3,2.44,7.65
383,Beidao,88,CN,1551764883,88,34.57,105.89,44.74,3.74
384,Prainha,56,BR,1551765081,94,-1.8,-53.48,76.37,4.63
385,Naurskaya,48,RU,1551762000,86,43.65,45.31,28.4,2.24
386,Loandjili,40,CG,1551762000,100,-4.77,11.87,75.2,2.24
387,Moctezuma,36,MX,1551765083,57,29.81,-109.68,50.81,0.72
388,La Asuncion,76,EC,1551765083,98,-1.64,-78.74,46.18,0.6
389,Yenagoa,68,NG,1551765083,93,4.92,6.26,72.59,2.62
390,Beringovskiy,0,RU,1551764895,85,63.05,179.32,25.48,9.66
391,Elko,1,US,1551764871,61,40.83,-115.76,32.0,3.36
392,Guadalupe y Calvo,12,MX,1551765084,64,26.09,-106.96,43.34,0.94
393,Avera,90,US,1551765078,93,33.19,-82.53,46.4,5.82
394,Bulgan,20,MN,1551765084,24,48.81,103.53,42.94,5.08
395,Greeley,1,US,1551764897,47,41.55,-98.53,14.0,16.11
396,Paita,76,PE,1551765085,81,-5.09,-81.11,75.11,1.39
397,Verkhnyaya Inta,56,RU,1551765085,72,65.99,60.32,5.63,6.2
398,Elk River,75,US,1551765072,77,45.3,-93.57,6.8,14.47
399,Camacari,20,BR,1551762000,88,-12.7,-38.32,80.6,5.82
400,Sao Joao da Barra,56,BR,1551765033,100,-21.64,-41.05,79.34,8.66
401,Bilma,0,NE,1551765087,32,18.69,12.92,50.68,8.99
402,Vao,80,EE,1551765087,94,59.1,26.19,36.68,11.45
403,Praia da Vitoria,40,PT,1551763873,87,38.73,-27.07,57.0,42.77
404,Saint John,75,CA,1551764930,85,45.28,-66.06,23.0,2.24
405,Cabedelo,20,BR,1551762000,100,-6.97,-34.84,77.0,6.93
406,Leh,48,IN,1551764982,81,34.16,77.58,-5.35,1.39
407,Izhma,12,RU,1551765088,51,65.01,53.91,0.46,6.98
408,Minas,75,UY,1551762000,100,-34.38,-55.24,66.2,4.7
409,Parakou,0,BJ,1551765089,81,9.34,2.63,63.32,5.86
410,Aykhal,36,RU,1551765089,80,65.95,111.51,19.22,7.76
411,Astoria,1,US,1551765065,43,46.19,-123.83,37.0,10.29
412,Santo Domingo,12,DO,1551764598,87,18.48,-69.94,73.99,1.01
413,Salalah,0,OM,1551761400,61,17.01,54.1,77.0,2.24
414,Narsaq,24,GL,1551761400,49,60.91,-46.05,23.0,5.82
415,Bristol,20,GB,1551764897,86,51.45,-2.6,42.01,10.29
416,Coihueco,12,CL,1551762000,71,-36.63,-71.83,53.6,8.05
417,Shahrud,8,IR,1551765091,79,36.42,54.97,38.89,3.62
418,Quelimane,75,MZ,1551762000,94,-17.88,36.89,78.8,12.75
419,Antofagasta,0,CL,1551762000,82,-23.65,-70.4,64.4,2.24
420,Arlit,0,NE,1551765092,42,18.74,7.39,53.06,2.73
421,Karpathos,40,GR,1551763200,66,35.51,27.21,53.6,13.24
422,Yaan,20,NG,1551765093,90,7.38,8.57,74.75,5.86
423,Katangli,32,RU,1551765093,100,51.71,143.23,19.99,14.92
424,Kudahuvadhoo,48,MV,1551764941,99,2.67,72.89,83.39,2.95
425,Lindi,92,TZ,1551765093,91,-10.0,39.71,81.46,3.74
426,Mecca,0,SA,1551765003,23,21.43,39.83,65.84,3.96
427,Mookane,36,BW,1551765094,52,-23.68,26.66,76.69,8.21
428,Guarapari,40,BR,1551762000,94,-20.67,-40.5,77.0,4.7
429,Necochea,0,AR,1551764891,89,-38.55,-58.74,60.01,5.3
430,Bad Wildbad,90,DE,1551765088,81,48.75,8.55,46.99,14.99
431,Baoding,0,CN,1551765095,45,38.86,115.49,60.44,9.44
432,Ulladulla,75,AU,1551764730,54,-35.36,150.48,86.0,5.82
433,Sinnamary,88,GF,1551765096,95,5.38,-52.96,78.8,12.24
434,Costinesti,0,RO,1551765035,75,43.95,28.63,45.0,11.41
435,Jacareacanga,0,BR,1551765096,84,-6.22,-57.76,77.23,3.62
436,Nome,90,US,1551764912,60,30.04,-94.42,39.2,10.29
437,Beloha,56,MG,1551765097,87,-25.17,45.06,80.33,8.43
438,Chifeng,8,CN,1551765097,51,42.27,118.96,43.34,10.22
439,Doha,0,QA,1551763800,37,25.29,51.53,68.0,6.93
440,Lunglei,12,IN,1551765098,59,22.89,92.75,73.31,3.29
441,Sri Aman,75,MY,1551762000,74,1.24,111.46,86.0,5.82
442,Hauterive,75,FR,1551764825,71,46.09,3.45,41.0,3.36
443,Chalus,40,IR,1551762000,66,36.66,51.42,53.6,2.28
444,Marawi,64,PH,1551764799,87,8.0,124.29,80.01,7.0
445,Puerto Colombia,0,CO,1551762000,83,10.99,-74.96,77.0,19.46
446,Santa Cruz,90,US,1551764946,87,36.97,-122.03,53.01,3.36
447,Hami,32,CN,1551765101,51,42.84,93.51,53.42,9.78
448,Ntcheu,56,MW,1551765101,89,-14.82,34.64,74.21,6.76
449,Nucsoara,8,RO,1551765102,56,45.33,24.78,33.71,3.62
450,Jimo,92,CN,1551762000,58,36.39,120.46,53.6,8.95
451,Tolmachevo,90,RU,1551764420,93,55.36,38.22,37.4,11.18
452,Igarka,56,RU,1551765103,93,67.47,86.57,23.36,15.26
453,Dauriya,0,RU,1551765103,29,49.93,116.85,32.54,11.56
454,Garowe,92,SO,1551765103,74,8.41,48.48,75.34,8.99
455,High Rock,8,BS,1551765104,96,26.63,-78.28,78.26,12.68
456,Togul,20,RU,1551765104,95,53.47,85.91,26.96,14.25
457,Coolum Beach,88,AU,1551765060,71,-26.53,153.09,81.0,1.01
458,Formosa,24,AR,1551765078,42,-26.19,-58.17,83.57,10.45
459,Moree,0,AU,1551764714,25,-29.46,149.84,91.0,4.7
460,Mangalore,40,IN,1551763800,48,12.87,74.84,87.8,4.7
461,Kochi,40,IN,1551763800,62,9.96,76.25,87.8,5.82
462,Sandnessjoen,0,NO,1551763200,52,66.02,12.63,21.2,16.11
463,Kavieng,48,PG,1551765086,100,-2.57,150.8,84.11,4.18
464,Santa Marta,40,CO,1551762000,69,11.24,-74.21,80.6,4.7
465,Xuddur,0,SO,1551765107,63,4.12,43.89,79.7,13.58
466,Quesnel,0,CA,1551764432,73,52.98,-122.49,1.99,2.06
467,Kasiri,40,SL,1551762000,94,8.94,-13.11,73.4,3.36
468,Baherden,20,TM,1551765108,99,38.44,57.43,45.86,3.4
469,Samarai,8,PG,1551765091,100,-10.62,150.67,82.13,6.64
470,Brody,88,UA,1551765108,91,50.08,25.14,42.62,16.04
471,Severobaykalsk,36,RU,1551765108,73,55.65,109.32,17.87,2.39
472,Flagstaff,1,US,1551764903,65,35.2,-111.65,51.01,5.82
473,Batemans Bay,36,AU,1551764845,82,-35.71,150.18,86.0,4.0
474,Powell River,20,CA,1551765003,68,49.84,-124.52,32.0,4.7
475,Anloga,0,GH,1551765110,92,5.79,0.9,76.51,4.18
476,Stubbekobing,92,DK,1551764944,89,54.89,12.04,43.0,11.01
477,Evans,1,US,1551765064,77,40.38,-104.69,9.0,0.6
478,Vanavara,64,RU,1551764904,78,60.35,102.28,27.28,5.75
479,Bourail,76,NC,1551765111,89,-21.57,165.5,76.82,3.62
480,Vallenar,0,CL,1551765111,64,-28.58,-70.76,56.66,3.85
481,Kloulklubed,90,PW,1551765000,74,7.04,134.26,84.2,12.75
482,Sitka,20,US,1551764726,82,37.17,-99.65,8.01,1.99
483,Goroka,80,PG,1551765112,95,-6.07,145.39,64.13,0.72
484,Maceio,40,BR,1551762000,88,-9.67,-35.74,77.0,2.24
485,Nefteyugansk,40,RU,1551762000,85,61.09,72.61,15.8,8.95
486,Ouro Preto do Oeste,20,BR,1551765112,89,-10.75,-62.22,75.02,2.51
487,Port Macquarie,0,AU,1551764645,51,-31.43,152.91,86.0,19.46
488,Kulu,24,CD,1551765113,85,3.47,23.69,76.28,2.62
489,Filingue,0,NE,1551765113,31,14.35,3.32,67.55,7.31
490,Rorvik,0,NO,1551763200,85,64.86,11.24,17.6,4.7
491,Carutapera,92,BR,1551765114,100,-1.2,-46.02,75.02,3.74
492,Oxford,90,US,1551765069,55,33.61,-85.83,35.01,8.05
493,Businga,0,CD,1551765115,90,3.34,20.89,72.73,3.18
494,Guerrero Negro,20,MX,1551765115,97,27.97,-114.04,55.63,7.43
495,Baruun-Urt,36,MN,1551765031,40,46.68,113.28,32.36,13.8
496,Guangyuan,92,CN,1551765095,36,32.43,105.86,66.99,1.01
497,Murgab,75,TM,1551762000,76,37.5,61.97,50.0,6.93
498,Aasiaat,64,GL,1551765116,100,68.71,-52.87,15.49,5.75
499,Sola,90,FI,1551763200,92,62.78,29.36,17.6,5.82
500,Denpasar,20,ID,1551763800,70,-8.65,115.22,87.8,10.29
501,Warrington,80,GB,1551765034,86,53.39,-2.59,39.2,8.05
502,Honiara,68,SB,1551765118,97,-9.43,159.96,77.9,2.62
503,Pointe Michel,76,DM,1551765118,89,15.25,-61.38,77.86,20.18
504,Gorontalo,0,ID,1551765118,44,0.54,123.06,92.08,2.39
505,Champerico,40,MX,1551761280,65,16.38,-93.6,78.8,14.99
506,Kuusamo,0,FI,1551763200,84,65.96,29.19,-2.21,6.93
507,Zhigansk,88,RU,1551764872,77,66.77,123.37,7.07,9.55
508,Petrokamenskoye,0,RU,1551765119,72,57.72,60.65,10.04,8.66
509,Petropavlovsk-Kamchatskiy,0,RU,1551762000,38,53.05,158.65,23.0,6.71
510,Nago,12,IT,1551765094,100,45.88,10.89,46.0,6.93
511,Pitimbu,20,BR,1551762000,100,-7.47,-34.81,77.0,6.93
512,Lagunas,0,PE,1551765120,89,-5.23,-75.68,77.59,2.06
513,Saldanha,12,PT,1551765121,86,41.42,-6.55,31.28,3.62
514,Whitehorse,5,CA,1551764721,60,60.72,-135.06,5.0,5.82
515,Ginda,20,IN,1551763800,55,30.69,78.49,66.2,5.82
516,Sapulpa,1,US,1551765022,52,36.0,-96.11,19.99,3.36
517,Szamosszeg,0,HU,1551764901,65,48.04,22.36,48.0,10.29
518,Batatais,90,BR,1551762000,94,-20.89,-47.59,71.6,4.7
519,Broome,8,GB,1551765096,93,52.47,1.45,39.0,10.29
520,Gaozhou,92,CN,1551765123,93,21.91,110.85,70.93,8.43
521,Buraydah,0,SA,1551762000,71,26.33,43.97,50.0,3.36
522,Hammonton,1,US,1551765106,53,39.64,-74.8,28.99,13.47
523,Lincoln,0,GB,1551765080,93,53.23,-0.54,37.99,12.75
524,Vanimo,36,PG,1551765124,98,-2.67,141.3,83.39,14.81
525,Kampene,76,CD,1551765124,92,-3.59,26.67,72.14,2.95
526,Darnah,0,LY,1551765125,98,32.77,22.64,60.71,17.72
527,Peniche,75,PT,1551764819,93,39.36,-9.38,57.0,4.7
528,The Pas,1,CA,1551762000,65,53.82,-101.24,5.0,8.05
529,Vuktyl,0,RU,1551765125,60,63.86,57.31,0.86,4.97
530,Alekseyevskoye,88,RU,1551765126,72,45.2,43.58,37.31,6.87
531,Caluquembe,48,AO,1551765126,94,-13.78,14.68,61.52,2.51
532,Letlhakane,0,BW,1551765126,58,-21.42,25.59,76.06,10.0
533,Spornoye,48,RU,1551763800,90,50.84,37.29,35.6,13.42
534,Tipuani,80,BO,1551765127,93,-15.56,-68.02,68.27,0.94
535,Abu Samrah,92,SY,1551765127,96,35.3,37.18,48.02,4.18
536,Nouadhibou,0,MR,1551762000,77,20.93,-17.03,60.8,14.99
537,Yuanping,0,CN,1551765127,60,38.72,112.71,41.41,4.97
538,Cabo San Lucas,5,MX,1551765059,63,22.89,-109.91,69.01,6.93
539,Myre,90,SE,1551764992,78,62.25,17.37,15.01,6.93
540,Souris,90,CA,1551765023,92,46.36,-62.25,25.0,11.41
541,Baikunthpur,0,IN,1551765128,58,23.26,82.56,79.97,3.4
542,Bakau,0,GM,1551762000,68,13.48,-16.68,64.4,4.7
543,Zabol,0,IR,1551762000,40,31.03,61.49,68.0,4.7
544,Esperance,20,TT,1551765007,78,10.24,-61.45,77.0,10.29
545,Ust-Omchug,68,RU,1551765130,64,61.13,149.63,3.83,3.74
546,Pochutla,5,MX,1551764760,74,15.74,-96.47,78.8,4.85
547,Deputatskiy,44,RU,1551765130,72,69.3,139.9,-7.65,2.84
548,Makasar,75,ID,1551765017,74,-6.28,106.88,88.0,3.36
549,Solnechnyy,0,RU,1551765131,66,50.72,136.64,24.98,3.4
550,La Orilla,0,MX,1551765131,100,18.0,-102.23,68.14,1.83
551,Touros,75,BR,1551762000,94,-5.2,-35.46,77.0,4.7
552,Dudinka,80,RU,1551765131,84,69.41,86.18,21.43,16.6
553,Sovetskiy,80,RU,1551765132,91,56.76,48.47,19.58,10.67
554,Ushtobe,48,KZ,1551765132,98,45.25,77.98,34.43,4.63
555,Buenos Aires,0,AR,1551764804,83,-34.61,-58.44,69.8,2.24
556,Aswan,0,EG,1551762000,30,24.09,32.9,55.4,2.24
557,Dinghai,90,CN,1551762000,87,26.28,119.79,53.6,8.95
558,Caucaia,40,BR,1551764904,88,-3.73,-38.66,79.0,5.82
559,Manono,92,CD,1551765134,100,-7.3,27.4,68.09,7.65
560,Duluth,1,US,1551765300,84,46.77,-92.13,1.99,9.17
561,Vila,0,IT,1551765126,63,45.18,8.4,45.0,8.05
562,Cananea,1,MX,1551764957,32,30.98,-110.3,55.0,5.82
563,Jalu,0,LY,1551765135,88,29.03,21.55,46.36,3.18
564,Mbini,48,GQ,1551765136,100,1.58,9.62,78.26,3.85
565,Greensburg,90,US,1551765050,91,30.83,-90.67,36.0,10.29
